"numcoutrex","codesolution","coderex","minicoutrex","maxicoutrex","reelcoutrex","codemonnaiecoutrex","codeunitecoutrex","codedifficulte","codelicense"
"1793","240","1859",NULL,NULL,NULL,"1","1",NULL,"3"
"1794","334","622",NULL,"2210",NULL,"3","1",NULL,"3"
"1795","1111","1485",NULL,NULL,NULL,"1","1",NULL,"3"
"1796","839","1553",NULL,NULL,NULL,"1","1",NULL,"3"
"1797","531","1553",NULL,NULL,NULL,"1","1",NULL,"3"
"1798","223","1553",NULL,NULL,NULL,"1","1",NULL,"3"
"1799","543","1786",NULL,NULL,NULL,"1","1",NULL,"3"
"1800","308","1786",NULL,"5000",NULL,"2","1",NULL,"3"
"1801","280","1786",NULL,NULL,NULL,"1","1",NULL,"3"
"1802","1620","1787","2000","7000",NULL,"2","1",NULL,"3"
"1803","817","1787",NULL,NULL,NULL,"1","1",NULL,"3"
"1804","240","1863",NULL,NULL,NULL,"1","1",NULL,"3"
"1805","240","1864",NULL,NULL,NULL,"1","1",NULL,"3"
"1806","240","1865",NULL,NULL,NULL,"1","1",NULL,"3"
"1807","1061","182","170","210",NULL,"2","16",NULL,"3"
"1808","1616","182",NULL,NULL,NULL,"1","1",NULL,"3"
"1809","236","183",NULL,NULL,NULL,"1","1",NULL,"3"
"1810","46","183",NULL,NULL,NULL,"1","1",NULL,"3"
"1812","1099","184",NULL,"45",NULL,"2","8",NULL,"3"
"1813","43","185",NULL,NULL,NULL,"1","1",NULL,"3"
"1814","839","623",NULL,NULL,NULL,"1","1",NULL,"3"
"1815","334","623",NULL,"2210",NULL,"3","1",NULL,"3"
"1816","481","621",NULL,NULL,NULL,"1","1",NULL,"3"
"1817","54","645",NULL,NULL,NULL,"1","1",NULL,"3"
"1818","406","1424",NULL,NULL,NULL,"1","1",NULL,"3"
"1819","373","1424",NULL,NULL,NULL,"1","1",NULL,"3"
"1820","914","1448","5","8",NULL,"2","32",NULL,"3"
"1821","1554","1448",NULL,NULL,NULL,"1","1",NULL,"3"
"1822","334","1448",NULL,"2210",NULL,"3","1",NULL,"3"
"1823","46","1448",NULL,NULL,NULL,"1","1",NULL,"3"
"1824","1129","1483",NULL,NULL,NULL,"1","1",NULL,"3"
"1825","1111","1483",NULL,NULL,NULL,"1","1",NULL,"3"
"1826","335","1484",NULL,NULL,NULL,"1","1",NULL,"3"
"1827","573","1484",NULL,NULL,NULL,"1","1",NULL,"3"
"1828","240","1484",NULL,NULL,NULL,"1","1",NULL,"3"
"1829","839","1551",NULL,NULL,NULL,"1","1",NULL,"3"
"1830","1110","1551",NULL,NULL,NULL,"1","1",NULL,"3"
"1831","13","1552",NULL,NULL,NULL,"1","1",NULL,"3"
"1832","1615","1727",NULL,NULL,NULL,"1","1",NULL,"3"
"1833","46","1727",NULL,NULL,NULL,"1","1",NULL,"3"
"1834","46","1728",NULL,NULL,NULL,"1","1",NULL,"3"
"1835","240","1821",NULL,NULL,NULL,"1","1",NULL,"3"
"1836","1108","1989",NULL,NULL,NULL,"1","1",NULL,"3"
"1837","857","1989",NULL,NULL,NULL,"1","1",NULL,"3"
"1838","334","442",NULL,"2210",NULL,"3","1",NULL,"3"
"1839","295","442",NULL,NULL,NULL,"1","1",NULL,"3"
"1840","252","505",NULL,NULL,NULL,"1","1",NULL,"3"
"1841","254","505",NULL,"25",NULL,"2","8",NULL,"3"
"1842","227","505",NULL,NULL,NULL,"1","1",NULL,"3"
"1843","335","505",NULL,NULL,NULL,"1","1",NULL,"3"
"1844","382","505",NULL,NULL,NULL,"1","1",NULL,"3"
"1845","335","606",NULL,NULL,NULL,"1","1",NULL,"3"
"1846","974","606",NULL,NULL,NULL,"1","1",NULL,"3"
"1847","808","608","50","150",NULL,"2","8",NULL,"3"
"1848","986","608",NULL,NULL,NULL,"1","1",NULL,"3"
"1849","572","608",NULL,NULL,NULL,"1","1",NULL,"3"
"1850","236","608",NULL,NULL,NULL,"1","1",NULL,"3"
"1851","701","608",NULL,NULL,NULL,"1","1",NULL,"3"
"1852","43","609",NULL,NULL,NULL,"1","1",NULL,"3"
"1853","295","609",NULL,NULL,NULL,"1","1",NULL,"3"
"1854","236","610",NULL,NULL,NULL,"1","1",NULL,"3"
"1855","334","610",NULL,NULL,NULL,"1","1",NULL,"3"
"1856","1558","610",NULL,NULL,NULL,"1","1",NULL,"3"
"1857","240","611",NULL,NULL,NULL,"1","1",NULL,"3"
"1858","1048","612",NULL,NULL,NULL,"1","1",NULL,"3"
"1859","394","613",NULL,NULL,NULL,"1","1",NULL,"3"
"1860","411","613",NULL,NULL,NULL,"1","1",NULL,"3"
"1861","701","613",NULL,NULL,NULL,"1","1",NULL,"3"
"1862","236","614",NULL,NULL,NULL,"1","1",NULL,"3"
"1863","839","614",NULL,NULL,NULL,"1","1",NULL,"3"
"1864","406","614",NULL,NULL,NULL,"1","1",NULL,"3"
"1865","855","614",NULL,NULL,NULL,"1","1",NULL,"3"
"1866","543","614",NULL,NULL,NULL,"1","1",NULL,"3"
"1867","839","691",NULL,NULL,NULL,"1","1",NULL,"3"
"1868","531","691",NULL,NULL,NULL,"1","1",NULL,"3"
"1869","859","691",NULL,NULL,NULL,"1","1",NULL,"3"
"1870","428","703",NULL,NULL,NULL,"1","1",NULL,"3"
"1871","544","704",NULL,NULL,NULL,"1","1",NULL,"3"
"1872","240","704",NULL,NULL,NULL,"1","1",NULL,"3"
"1873","543","791",NULL,NULL,NULL,"1","1",NULL,"3"
"1874","95","791",NULL,NULL,NULL,"1","1",NULL,"3"
"1875","54","791",NULL,NULL,NULL,"1","1",NULL,"3"
"1876","719","791",NULL,NULL,NULL,"1","1",NULL,"3"
"1877","839","848",NULL,NULL,NULL,"1","1",NULL,"3"
"1878","531","848",NULL,NULL,NULL,"1","1",NULL,"3"
"1879","334","848",NULL,NULL,NULL,"1","1",NULL,"3"
"1880","914","848","5","8",NULL,"2","32",NULL,"3"
"1881","544","848",NULL,NULL,NULL,"1","1",NULL,"3"
"1882","43","848",NULL,NULL,NULL,"1","1",NULL,"3"
"1883","295","848","100","300",NULL,"2","1",NULL,"3"
"1884","1458","1189",NULL,NULL,NULL,"1","1",NULL,"3"
"1885","888","1190",NULL,NULL,NULL,"1","1",NULL,"3"
"1886","322","1239",NULL,NULL,NULL,"1","1",NULL,"3"
"1887","1475","1304",NULL,NULL,NULL,"1","1",NULL,"3"
"1888","1054","1304",NULL,NULL,NULL,"1","1",NULL,"3"
"1889","986","1308",NULL,NULL,NULL,"1","1",NULL,"3"
"1890","395","1422",NULL,NULL,NULL,"1","1",NULL,"3"
"1891","396","1422",NULL,NULL,NULL,"1","1",NULL,"3"
"1892","418","1422",NULL,NULL,NULL,"1","1",NULL,"3"
"1893","80","1422",NULL,NULL,NULL,"1","1",NULL,"3"
"1894","867","1423",NULL,NULL,NULL,"1","1",NULL,"3"
"1895","397","1423",NULL,NULL,NULL,"1","1",NULL,"3"
"1896","780","729",NULL,NULL,"900000","7","1",NULL,"3"
"1897","1554","1439",NULL,NULL,NULL,"1","1",NULL,"3"
"1898","573","1439",NULL,NULL,NULL,"1","1",NULL,"3"
"1899","110","1439",NULL,NULL,NULL,"1","1",NULL,"3"
"1900","839","1439",NULL,NULL,NULL,"1","1",NULL,"3"
"1901","334","1439",NULL,NULL,NULL,"1","1",NULL,"3"
"1902","803","730",NULL,NULL,NULL,"1","1",NULL,"3"
"1903","1055","730",NULL,NULL,NULL,"1","1",NULL,"3"
"1904","276","1439",NULL,NULL,NULL,"1","1",NULL,"3"
"1905","845","1439",NULL,NULL,NULL,"1","1",NULL,"3"
"1906","543","731",NULL,NULL,"175000","7","1",NULL,"3"
"1907","270","1440","100","200",NULL,"2","8",NULL,"3"
"1908","808","1440",NULL,NULL,NULL,"1","1",NULL,"3"
"1909","334","1440",NULL,NULL,NULL,"1","1",NULL,"3"
"1910","236","1440",NULL,NULL,NULL,"1","1",NULL,"3"
"1911","1558","1440",NULL,NULL,NULL,"1","1",NULL,"3"
"1912","544","1440",NULL,NULL,NULL,"1","1",NULL,"3"
"1913","277","1440",NULL,NULL,NULL,"1","1",NULL,"3"
"1914","43","1440",NULL,NULL,NULL,"1","1",NULL,"3"
"1915","95","1440",NULL,NULL,NULL,"1","1",NULL,"3"
"1916","236","1441",NULL,NULL,NULL,"1","1",NULL,"3"
"1917","808","1441","50","150",NULL,"2","8",NULL,"3"
"1918","928","1441",NULL,NULL,NULL,"1","1",NULL,"3"
"1919","572","1441",NULL,NULL,NULL,"1","1",NULL,"3"
"1920","79","732",NULL,NULL,"1700000","1","1",NULL,"3"
"1921","236","1442",NULL,NULL,NULL,"1","1",NULL,"3"
"1922","334","1442",NULL,NULL,NULL,"1","1",NULL,"3"
"1923","394","1442",NULL,NULL,NULL,"1","1",NULL,"3"
"1924","770","733",NULL,NULL,NULL,"1","1",NULL,"3"
"1925","989","1442",NULL,NULL,NULL,"1","1",NULL,"3"
"1926","110","1442",NULL,NULL,NULL,"1","1",NULL,"3"
"1927","845","1442",NULL,NULL,NULL,"1","1",NULL,"3"
"1928","1533","1442","170","210",NULL,"2","5",NULL,"3"
"1929","348","734",NULL,NULL,NULL,"1","1",NULL,"3"
"1930","236","1443",NULL,NULL,NULL,"1","1",NULL,"3"
"1931","1557","1443",NULL,NULL,NULL,"1","1",NULL,"3"
"1932","531","1443",NULL,NULL,NULL,"1","1",NULL,"3"
"1933","334","1443",NULL,NULL,NULL,"1","1",NULL,"3"
"1934","418","1443",NULL,NULL,NULL,"1","1",NULL,"3"
"1935","701","1443",NULL,NULL,NULL,"1","1",NULL,"3"
"1936","839","1443",NULL,NULL,NULL,"1","1",NULL,"3"
"1937","406","1443",NULL,NULL,NULL,"1","1",NULL,"3"
"1938","1055","734",NULL,NULL,NULL,"1","1",NULL,"3"
"1939","1081","1443",NULL,NULL,NULL,"1","1",NULL,"3"
"1940","95","1443",NULL,NULL,NULL,"1","1",NULL,"3"
"1941","845","1443",NULL,NULL,NULL,"1","1",NULL,"3"
"1942","1484","1540",NULL,NULL,"18349","5","1",NULL,"3"
"1943","97","1444",NULL,NULL,NULL,"1","1",NULL,"3"
"1944","573","1444",NULL,NULL,NULL,"1","1",NULL,"3"
"1945","1099","1444",NULL,"45",NULL,"2","8",NULL,"3"
"1946","1034","1625",NULL,NULL,NULL,"1","1",NULL,"3"
"1947","719","1625",NULL,NULL,NULL,"1","1",NULL,"3"
"1948","219","1758",NULL,NULL,NULL,"1","1",NULL,"3"
"1949","251","1445",NULL,NULL,NULL,"1","1",NULL,"3"
"1950","236","1445",NULL,NULL,NULL,"1","1",NULL,"3"
"1951","270","1445",NULL,NULL,NULL,"1","1",NULL,"3"
"1952","212","1758",NULL,NULL,NULL,"1","1",NULL,"3"
"1953","271","1445",NULL,NULL,NULL,"1","1",NULL,"3"
"1954","43","1445",NULL,NULL,NULL,"1","1",NULL,"3"
"1955","556","1445",NULL,NULL,NULL,"1","1",NULL,"3"
"1956","75","1761",NULL,NULL,NULL,"1","1",NULL,"3"
"1957","70","1761",NULL,NULL,NULL,"1","1",NULL,"3"
"1958","1","1761",NULL,NULL,NULL,"1","1",NULL,"3"
"1959","236","1446",NULL,NULL,NULL,"1","1",NULL,"3"
"1960","270","1446",NULL,NULL,NULL,"1","1",NULL,"3"
"1961","1558","1446",NULL,NULL,NULL,"1","1",NULL,"3"
"1962","986","1446",NULL,NULL,NULL,"1","1",NULL,"3"
"1963","701","1446",NULL,NULL,NULL,"1","1",NULL,"3"
"1964","334","1446",NULL,NULL,NULL,"1","1",NULL,"3"
"1965","573","1446",NULL,NULL,NULL,"1","1",NULL,"3"
"1966","447","1979",NULL,NULL,NULL,"1","1",NULL,"3"
"1967","1129","1979",NULL,NULL,NULL,"1","1",NULL,"3"
"1968","780","1979",NULL,NULL,NULL,"1","1",NULL,"3"
"1969","79","1979",NULL,NULL,NULL,"1","1",NULL,"3"
"1970","1096","1979",NULL,NULL,NULL,"1","1",NULL,"3"
"1971","852","1979",NULL,NULL,NULL,"1","1",NULL,"3"
"1972","236","1481",NULL,NULL,NULL,"1","1",NULL,"3"
"1973","223","1481",NULL,NULL,NULL,"1","1",NULL,"3"
"1974","240","1481",NULL,NULL,NULL,"1","1",NULL,"3"
"1975","544","1481",NULL,NULL,NULL,"1","1",NULL,"3"
"1976","373","1481",NULL,NULL,NULL,"1","1",NULL,"3"
"1977","839","1550",NULL,NULL,NULL,"1","1",NULL,"3"
"1978","701","1550",NULL,NULL,NULL,"1","1",NULL,"3"
"1979","1134","1560",NULL,NULL,NULL,"1","1",NULL,"3"
"1980","406","1560",NULL,NULL,NULL,"1","1",NULL,"3"
"1981","839","1560",NULL,NULL,NULL,"1","1",NULL,"3"
"1982","531","1560",NULL,NULL,NULL,"1","1",NULL,"3"
"1983","43","1561",NULL,NULL,NULL,"1","1",NULL,"3"
"1984","777","787",NULL,NULL,"349340","5","1",NULL,"3"
"1985","701","1562",NULL,NULL,NULL,"1","1",NULL,"3"
"1986","783","788",NULL,NULL,"115254","5","1",NULL,"3"
"1987","334","1562",NULL,NULL,NULL,"1","1",NULL,"3"
"1988","777","788",NULL,NULL,"103790","5","1",NULL,"3"
"1989","1484","789",NULL,NULL,"19570","5","1",NULL,"3"
"1990","351","789",NULL,NULL,NULL,"1","1",NULL,"3"
"1991","213","789",NULL,NULL,NULL,"1","1",NULL,"3"
"1992","1128","789",NULL,NULL,NULL,"1","1",NULL,"3"
"1993","783","790",NULL,NULL,"366500","5","1",NULL,"3"
"1994","777","790",NULL,NULL,"337500","5","1",NULL,"3"
"1995","415","1777",NULL,NULL,NULL,"1","1",NULL,"3"
"1996","334","1777",NULL,NULL,NULL,"1","1",NULL,"3"
"1997","852","1777",NULL,NULL,NULL,"1","1",NULL,"3"
"1998","43","1778",NULL,NULL,"90600","2","1",NULL,"3"
"1999","335","1780",NULL,NULL,NULL,"1","1",NULL,"3"
"2000","531","1780",NULL,NULL,NULL,"1","1",NULL,"3"
"2001","544","1780",NULL,NULL,NULL,"1","1",NULL,"3"
"2002","719","1780","170","210",NULL,"2","16",NULL,"3"
"2004","932","1780",NULL,NULL,NULL,"1","1",NULL,"3"
"2005","701","1781",NULL,NULL,NULL,"1","1",NULL,"3"
"2006","531","1781",NULL,NULL,NULL,"1","1",NULL,"3"
"2007","334","1781",NULL,NULL,NULL,"1","1",NULL,"3"
"2008","229","1781",NULL,NULL,NULL,"1","1",NULL,"3"
"2009","729","1590",NULL,NULL,NULL,"1","1",NULL,"3"
"2010","418","1590",NULL,NULL,NULL,"1","1",NULL,"3"
"2011","701","1590",NULL,NULL,NULL,"1","1",NULL,"3"
"2012","839","1590",NULL,NULL,NULL,"1","1",NULL,"3"
"2013","334","1590",NULL,NULL,NULL,"1","1",NULL,"3"
"2014","798","805",NULL,NULL,"1921300","1","1",NULL,"3"
"2015","804","805",NULL,NULL,"17310","1","1",NULL,"3"
"2017","182","806",NULL,NULL,"43889","5","1",NULL,"3"
"2018","1484","806",NULL,NULL,"28307","5","1",NULL,"3"
"2019","191","806",NULL,NULL,"9000","5","1",NULL,"3"
"2020","962","1660",NULL,NULL,NULL,"1","1",NULL,"3"
"2021","276","1660",NULL,NULL,NULL,"1","1",NULL,"3"
"2022","1083","1660",NULL,NULL,NULL,"1","1",NULL,"3"
"2023","1484","1661",NULL,NULL,NULL,"1","1",NULL,"3"
"2024","1055","806",NULL,NULL,"225000","5","1",NULL,"3"
"2025","1484","1662",NULL,NULL,NULL,"1","1",NULL,"3"
"2026","1484","1662",NULL,NULL,NULL,"1","1",NULL,"3"
"2027","1484","1662",NULL,NULL,NULL,"1","1",NULL,"3"
"2028","212","1508",NULL,NULL,NULL,"1","1",NULL,"3"
"2029","1479","1508",NULL,NULL,"1300000","5","1",NULL,"3"
"2030","488","1508",NULL,NULL,"210577","1","1",NULL,"3"
"2031","780","1508",NULL,NULL,"1404168","5","1",NULL,"3"
"2032","1484","1782",NULL,NULL,NULL,"1","1",NULL,"3"
"2033","1055","1508",NULL,NULL,"1093931","5","1",NULL,"3"
"2034","955","1782",NULL,NULL,NULL,"1","1",NULL,"3"
"2035","139","642",NULL,NULL,NULL,"1","1",NULL,"3"
"2036","780","642",NULL,NULL,NULL,"1","1",NULL,"3"
"2037","28","1487",NULL,NULL,NULL,"1","1",NULL,"3"
"2038","26","1487",NULL,NULL,NULL,"1","1",NULL,"3"
"2039","64","1487",NULL,NULL,NULL,"1","1",NULL,"3"
"2040","791","1487",NULL,NULL,NULL,"1","1",NULL,"3"
"2041","910","1783",NULL,NULL,NULL,"1","1",NULL,"3"
"2042","852","1783",NULL,NULL,NULL,"1","1",NULL,"3"
"2043","236","1784",NULL,NULL,NULL,"1","1",NULL,"3"
"2044","221","1784",NULL,NULL,NULL,"1","1",NULL,"3"
"2045","1055","807",NULL,NULL,"65178","5","1",NULL,"3"
"2046","1003","807",NULL,NULL,NULL,"5","1",NULL,"3"
"2047","573","1784",NULL,NULL,NULL,"1","1",NULL,"3"
"2049","1143","1784",NULL,NULL,NULL,"1","1",NULL,"3"
"2050","216","807",NULL,NULL,NULL,"1","1",NULL,"3"
"2051","110","1784",NULL,NULL,NULL,"1","1",NULL,"3"
"2052","270","1784","100","200",NULL,"2","8",NULL,"3"
"2053","553","808",NULL,NULL,NULL,"1","1",NULL,"3"
"2054","240","1784",NULL,NULL,NULL,"1","1",NULL,"3"
"2055","276","1784",NULL,NULL,NULL,"1","1",NULL,"3"
"2056","78","812",NULL,NULL,"24838","1","1",NULL,"3"
"2057","878","812",NULL,NULL,"25390","1","1",NULL,"3"
"2058","240","1843",NULL,NULL,NULL,"1","1",NULL,"3"
"2059","240","1844",NULL,NULL,NULL,"1","1",NULL,"3"
"2060","348","809",NULL,NULL,NULL,"1","1",NULL,"3"
"2061","214","809",NULL,NULL,NULL,"1","1",NULL,"3"
"2062","1007","1500",NULL,NULL,"17172","5","1",NULL,"3"
"2063","1484","1500",NULL,NULL,"20500","5","1",NULL,"3"
"2064","240","1845",NULL,NULL,NULL,"1","1",NULL,"3"
"2065","79","1846","170","210",NULL,"2","5",NULL,"3"
"2066","276","1846",NULL,NULL,NULL,"1","1",NULL,"3"
"2067","206","1846",NULL,NULL,NULL,"1","1",NULL,"3"
"2068","488","1511",NULL,NULL,"14505","5","1",NULL,"3"
"2069","488","1511",NULL,NULL,"146788","5","1",NULL,"3"
"2070","1007","1511",NULL,NULL,"44326","5","1",NULL,"3"
"2071","6","1846",NULL,NULL,NULL,"1","1",NULL,"3"
"2072","216","1512",NULL,NULL,"8000","5","1",NULL,"3"
"2073","783","1522",NULL,NULL,"101925","5","1",NULL,"3"
"2074","240","1847",NULL,NULL,NULL,"1","1",NULL,"3"
"2075","990","1523",NULL,NULL,"2455967","1","1",NULL,"3"
"2076","240","1848",NULL,NULL,NULL,"1","1",NULL,"3"
"2077","1032","1848",NULL,NULL,NULL,"1","1",NULL,"3"
"2078","359","1528",NULL,NULL,"75000","1","1",NULL,"3"
"2079","488","1610",NULL,NULL,"15840006","1","1",NULL,"3"
"2080","240","1849",NULL,NULL,NULL,"1","1",NULL,"3"
"2081","804","1614",NULL,NULL,"272700","5","1",NULL,"3"
"2082","240","1850",NULL,NULL,NULL,"1","1",NULL,"3"
"2083","900","1618",NULL,NULL,"973217","5","1",NULL,"3"
"2084","240","1851",NULL,NULL,NULL,"1","1",NULL,"3"
"2085","1007","1622",NULL,NULL,"7205972","5","1",NULL,"3"
"2086","1032","1851",NULL,NULL,NULL,"1","1",NULL,"3"
"2087","780","1669",NULL,NULL,NULL,"1","1",NULL,"3"
"2088","240","1852",NULL,NULL,NULL,"1","1",NULL,"3"
"2089","219","1852",NULL,NULL,NULL,"1","1",NULL,"3"
"2090","1128","1669",NULL,NULL,NULL,"1","1",NULL,"3"
"2091","1032","1852",NULL,NULL,NULL,"1","1",NULL,"3"
"2092","1064","1669",NULL,NULL,NULL,"1","1",NULL,"3"
"2094","1064","1675",NULL,NULL,"511800","5","1",NULL,"3"
"2095","1479","1676",NULL,NULL,NULL,"1","1",NULL,"3"
"2096","1055","1676",NULL,NULL,NULL,"1","1",NULL,"3"
"2097","240","1853",NULL,NULL,NULL,"1","1",NULL,"3"
"2098","1479","1676",NULL,NULL,"1670000","1","1",NULL,"3"
"2099","1055","1677",NULL,NULL,"4496515","5","1",NULL,"3"
"2100","240","1854",NULL,NULL,NULL,"1","1",NULL,"3"
"2101","310","1677",NULL,NULL,"14385","5","1",NULL,"3"
"2102","240","1855",NULL,NULL,NULL,"1","1",NULL,"3"
"2103","1032","1855",NULL,NULL,NULL,"1","1",NULL,"3"
"2104","1003","1678",NULL,NULL,"30026","5","1",NULL,"3"
"2105","427","1678",NULL,NULL,"122785","5","1",NULL,"3"
"2106","1055","1679",NULL,NULL,"1200000","5","1",NULL,"3"
"2107","240","1856",NULL,NULL,NULL,"1","1",NULL,"3"
"2108","1032","1856",NULL,NULL,NULL,"1","1",NULL,"3"
"2109","495","1680",NULL,NULL,"18000000","5","1",NULL,"3"
"2110","1003","1681",NULL,NULL,"1800000","5","1",NULL,"3"
"2111","874","1681",NULL,NULL,NULL,"1","1",NULL,"3"
"2112","240","1857",NULL,NULL,NULL,"1","1",NULL,"3"
"2113","240","1858",NULL,NULL,NULL,"1","1",NULL,"3"
"2114","78","1681",NULL,NULL,NULL,"1","1",NULL,"3"
"2115","280","1975",NULL,NULL,NULL,"1","1",NULL,"3"
"2116","182","1693",NULL,NULL,NULL,"1","1",NULL,"3"
"2117","91","1693",NULL,NULL,NULL,"1","1",NULL,"3"
"2118","937","1693",NULL,NULL,NULL,"1","1",NULL,"3"
"2119","373","1976",NULL,NULL,NULL,"1","1",NULL,"3"
"2120","426","1976",NULL,NULL,NULL,"1","1",NULL,"3"
"2121","765","1976",NULL,NULL,NULL,"1","1",NULL,"3"
"2122","1081","1976",NULL,NULL,NULL,"1","1",NULL,"3"
"2123","103","1976",NULL,NULL,NULL,"1","1",NULL,"3"
"2124","359","1694",NULL,NULL,"23138","5","1",NULL,"3"
"2125","839","1976",NULL,NULL,NULL,"1","1",NULL,"3"
"2126","531","1976",NULL,NULL,NULL,"1","1",NULL,"3"
"2127","553","1694",NULL,NULL,"32875","5","1",NULL,"3"
"2128","418","1976",NULL,NULL,NULL,"1","1",NULL,"3"
"2129","1111","1976",NULL,NULL,NULL,"1","1",NULL,"3"
"2130","800","1694",NULL,NULL,"33000","5","1",NULL,"3"
"2131","1478","1976",NULL,NULL,NULL,"1","1",NULL,"3"
"2132","373","1976",NULL,NULL,"314890","5","1",NULL,"3"
"2133","359","1694",NULL,NULL,"32531","5","1",NULL,"3"
"2134","46","1709",NULL,NULL,NULL,"1","1",NULL,"3"
"2135","276","502",NULL,NULL,NULL,"1","1",NULL,"3"
"2136","543","502",NULL,NULL,NULL,"1","1",NULL,"3"
"2137","550","502",NULL,NULL,NULL,"1","1",NULL,"3"
"2138","557","502",NULL,NULL,NULL,"1","1",NULL,"3"
"2139","382","502",NULL,NULL,NULL,"1","1",NULL,"3"
"2140","1538","639",NULL,NULL,NULL,"1","1",NULL,"3"
"2141","127","91",NULL,NULL,NULL,"1","1",NULL,"3"
"2142","474","640",NULL,NULL,NULL,"1","1",NULL,"3"
"2144","160","676",NULL,NULL,NULL,"1","1",NULL,"3"
"2145","852","676",NULL,NULL,NULL,"1","1",NULL,"3"
"2146","701","640",NULL,NULL,NULL,"1","1",NULL,"3"
"2147","334","640",NULL,NULL,NULL,"1","1",NULL,"3"
"2148","1533","640","170","210",NULL,"2","16",NULL,"3"
"2149","270","640",NULL,NULL,NULL,"1","1",NULL,"3"
"2150","1000","640",NULL,NULL,NULL,"1","1",NULL,"3"
"2151","1081","640",NULL,NULL,NULL,"1","1",NULL,"3"
"2152","450","693",NULL,NULL,NULL,"1","1",NULL,"3"
"2153","428","693",NULL,NULL,NULL,"1","1",NULL,"3"
"2154","449","693",NULL,NULL,NULL,"1","1",NULL,"3"
"2155","449","694",NULL,NULL,"575","5","1",NULL,"3"
"2156","932","694",NULL,NULL,NULL,"1","1",NULL,"3"
"2157","216","1306",NULL,NULL,NULL,"1","1",NULL,"3"
"2158","928","694",NULL,NULL,NULL,"1","1",NULL,"3"
"2159","329","694",NULL,NULL,"72600","5","1",NULL,"3"
"2160","294","694",NULL,NULL,"203000","5","1",NULL,"3"
"2161","373","694",NULL,NULL,NULL,"1","1",NULL,"3"
"2162","1055","1306",NULL,NULL,NULL,"1","1",NULL,"3"
"2163","406","721",NULL,NULL,NULL,"1","1",NULL,"3"
"2164","474","721",NULL,NULL,NULL,"1","1",NULL,"3"
"2165","427","1753",NULL,NULL,NULL,"1","1",NULL,"3"
"2166","1471","721",NULL,NULL,NULL,"1","1",NULL,"3"
"2167","449","1753",NULL,NULL,NULL,"1","1",NULL,"3"
"2168","784","810",NULL,NULL,NULL,"1","1",NULL,"3"
"2169","784","811",NULL,NULL,NULL,"1","1",NULL,"3"
"2170","70","2020",NULL,NULL,"5338750","15","1",NULL,"3"
"2171","1003","2020",NULL,NULL,"10175840","15","1",NULL,"3"
"2173","329","865",NULL,NULL,NULL,"1","1",NULL,"3"
"2174","849","865",NULL,NULL,NULL,"1","1",NULL,"3"
"2175","154","865",NULL,NULL,NULL,"1","1",NULL,"3"
"2176","936","654",NULL,NULL,NULL,"1","1",NULL,"3"
"2177","1484","654",NULL,NULL,NULL,"1","1",NULL,"3"
"2178","794","865",NULL,NULL,NULL,"1","1",NULL,"3"
"2179","483","760",NULL,NULL,"1000","3","1",NULL,"3"
"2180","901","1204",NULL,NULL,NULL,"1","1",NULL,"3"
"2181","1124","760",NULL,NULL,NULL,"1","1",NULL,"3"
"2182","296","1204","1500","4500",NULL,"2","1",NULL,"3"
"2183","479","760",NULL,NULL,NULL,"1","1",NULL,"3"
"2184","914","1204","5","8",NULL,"2","32",NULL,"3"
"2185","1026","1208",NULL,NULL,"328350","2","1",NULL,"3"
"2186","395","1430",NULL,NULL,NULL,"1","1",NULL,"3"
"2187","79","1223",NULL,NULL,NULL,"1","1",NULL,"3"
"2188","54","1223",NULL,NULL,NULL,"1","1",NULL,"3"
"2189","852","1223",NULL,NULL,NULL,"1","1",NULL,"3"
"2190","500","1223",NULL,NULL,NULL,"1","1",NULL,"3"
"2191","1055","1223",NULL,NULL,NULL,"1","1",NULL,"3"
"2192","488","1223",NULL,NULL,NULL,"1","1",NULL,"3"
"2193","1629","1430",NULL,NULL,NULL,"1","1",NULL,"3"
"2194","1111","1430",NULL,NULL,NULL,"1","1",NULL,"3"
"2195","1628","1430",NULL,NULL,NULL,"1","1",NULL,"3"
"2197","396","1431",NULL,NULL,NULL,"1","1",NULL,"3"
"2198","1055","1433",NULL,NULL,"119500","6","1",NULL,"3"
"2199","1055","1434",NULL,NULL,"48820","3","1",NULL,"3"
"2200","1058","1456",NULL,NULL,NULL,"1","1",NULL,"3"
"2201","1081","1456",NULL,NULL,NULL,"1","1",NULL,"3"
"2202","295","1456",NULL,NULL,NULL,"1","1",NULL,"3"
"2203","1055","1435",NULL,NULL,"3000","3","1",NULL,"3"
"2204","1055","1436",NULL,NULL,"136188","3","1",NULL,"3"
"2205","1055","1437",NULL,NULL,"88707","3","1",NULL,"3"
"2206","1057","1457",NULL,NULL,NULL,"1","1",NULL,"3"
"2207","553","1478",NULL,NULL,"3420","6","1",NULL,"3"
"2208","1533","1457",NULL,NULL,NULL,"1","1",NULL,"3"
"2209","1055","1546",NULL,NULL,NULL,"1","1",NULL,"3"
"2210","79","1546",NULL,NULL,NULL,"1","1",NULL,"3"
"2211","1097","1457",NULL,NULL,NULL,"1","1",NULL,"3"
"2212","207","1457",NULL,NULL,NULL,"1","1",NULL,"3"
"2213","1055","1547",NULL,NULL,"3420","3","1",NULL,"3"
