"numrex","codereference","codepublic","codemonnaie","codetauxmonnaie","gainfinancierrex","gainfinancierperioderex","energierex","codeuniteenergie","codeperiodeenergie","codeenergierex","gesrex","ratiogainrex","trirex","capexrex","capexperioderex","opexrex","codeTechno1","codeTechno2","codeTechno3","codetravaux","codereseau","codelicense","availablelangue"
"1364","2122","3","2","2",NULL,"1",NULL,"1","1","1",NULL,"0.3",NULL,NULL,"1",NULL,"38","1","1","1","1","3","2,3,4"
"1365","2123","3","3","3",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"44","1","1","3","3","3","2,3,4"
"1366","2124","3","2","2",NULL,"1",NULL,"1","1","1","5000",NULL,NULL,NULL,"1",NULL,"21","44","1","3","3","3","2,3,4"
"1367","2125","3","2","2",NULL,"1","5000","7","3","4",NULL,NULL,NULL,NULL,"1",NULL,"24","1","1","1","1","3","2,3,4"
"1368","2126","3","2","2",NULL,"1",NULL,"1","1","1",NULL,"0.125",NULL,NULL,"1",NULL,"19","1","1","3","1","3","2,3,4"
"1369","2127","3","2","2",NULL,"1",NULL,"1","1","1",NULL,"0.1",NULL,NULL,"1",NULL,"54","1","1","1","1","3","2,3,4"
"1370","2128","3","3","3",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"19","1","1","3","1","3","2,3,4"
"1371","2129","3","2","2","500000","3",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"38","1","1","1","1","3","2,3,4"
"1372","2130","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"38","1","1","1","1","3","2,3,4"
"1373","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1374","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1375","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1376","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1377","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1378","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1379","2134","2","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1380","2134","2","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1381","2134","2","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1382","2131","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1383","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1384","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1385","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1386","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1387","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1388","2133","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1389","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1390","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1391","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1392","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1393","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1394","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1395","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1396","2131","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1397","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"50000000","1",NULL,"32","1","1","1","2","3","2,3,4"
"1398","2133","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1399","2132","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1400","2134","2","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1401","2134","2","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"33000000","1",NULL,"32","1","1","1","2","3","2,3,4"
"1402","2134","2","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1403","2131","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1404","2131","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1405","2136","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1406","2136","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1407","2136","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1408","2136","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1409","2136","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1410","2136","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1411","2136","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1412","2136","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1413","2136","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1414","2136","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1415","2135","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1416","2137","2","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1417","2137","2","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1418","2137","2","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1419","2136","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"32","1","1","1","2","3","2,3,4"
"1420","2138","2","4","4","12690000","3","5740","2","3","1","160000",NULL,"7","88830000","2",NULL,"7","33","8","3","2","3","2,3,4"
"1421","2139","2","4","4","165100","3","5740","2","3","1","448",NULL,"7","1155700","2",NULL,"7","8","12","3","1","3","2,3,4"
"1422","2140","2","4","4","77000","3","1591","2","3","2","466",NULL,"4.1","317368","2",NULL,"8","13","7","3","1","3","2,3,4"
"1423","2141","1","4","4","2000000","3","37401","2","1","1","10600",NULL,NULL,NULL,"2",NULL,"14","1","1","1","1","3","2,3,4"
"1424","2142","3","4","4","59893","3","2376","2","3","1","692",NULL,"4","240000","2",NULL,"8","7","1","3","1","3","2,3,4"
"1425","2143","3","4","4","360","3","4800","12","1","1","4700",NULL,NULL,NULL,"2",NULL,"33","1","1","3","3","3","2,3,4"
"1426","2144","3","4","4",NULL,"3",NULL,"1","1","1","6000",NULL,NULL,NULL,"2",NULL,"33","1","1","3","3","3","2,3,4"
"1427","2145","2","4","4","405000","3","7200","2","3","1","2500","0.4","4","1620000","2",NULL,"8","1","1","3","3","3","2,3,4"
"1428","2146","3","4","4",NULL,"3",NULL,"1","1","1","2000","0.8",NULL,NULL,"2",NULL,"33","7","1","3","4","3","2,3,4"
"1429","2147","3","4","4",NULL,"3",NULL,"1","1","1","950","0.8",NULL,NULL,"2",NULL,"33","14","1","3","4","3","2,3,4"
"1430","2148","1","4","4",NULL,"3",NULL,"1","1","1",NULL,"0.45","3",NULL,"2",NULL,"8","7","1","1","1","3","2,3,4"
"1431","2149","3","4","4","69393","3","4372","2","3","2","1275",NULL,"5","346965","2",NULL,"7","3","1","3","1","3","2,3,4"
"1432","2150","3","4","4","212310","3","22187","2","1","1","3146",NULL,NULL,NULL,"2",NULL,"33","8","12","3","3","3","2,3,4"
"1433","2151","3","3","3","20141","3",NULL,"1","1","1",NULL,"0.44","5.9","119500","2",NULL,"19","1","1","3","1","3","2,3,4"
"1434","2152","3","3","3","6383","3",NULL,"1","1","1",NULL,"0.18","7.6","48820","2",NULL,"18","1","1","3","1","3","2,3,4"
"1435","2153","3","3","3","2395","3","27900","5","3","2",NULL,"0.5","1.3","3000","2",NULL,"18","1","1","3","1","3","2,3,4"
"1436","2154","3","3","3","7526","3",NULL,"1","1","1",NULL,"0.34","7","136188","2",NULL,"19","1","1","3","1","3","2,3,4"
"1437","2155","3","3","3","8059","3",NULL,"1","1","1",NULL,"0.46","11","88707","2",NULL,"19","1","1","3","1","3","2,3,4"
"1438","2156","2","3","3",NULL,"3",NULL,"1","1","1","11000",NULL,NULL,NULL,"2",NULL,"50","1","1","1","1","3","2,3,4"
"1439","2157","1","3","3","11290","3",NULL,"1","1","1",NULL,NULL,NULL,"7200000","2",NULL,"9","12","8","2","1","3","2,3,4"
"1440","2158","2","3","3","59000","3",NULL,"1","3","1",NULL,NULL,"3.2","192500","2",NULL,"7","8","1","2","1","3","2,3,4"
"1441","2159","1","3","3",NULL,"3",NULL,"1","1","1",NULL,"0.23",NULL,"4550000","2",NULL,"7","8","1","2","1","3","2,3,4"
"1442","2160","1","3","3","7000","3",NULL,"5","1","1",NULL,NULL,NULL,"17700000","2",NULL,"9","7","8","1","1","3","2,3,4"
"1443","2161","3","3","3",NULL,"3","270277","5","3","1",NULL,"0.62",NULL,"6200000","2",NULL,"9","8","7","2","1","3","2,3,4"
"1444","2162","1","3","3",NULL,"3",NULL,"1","1","1",NULL,NULL,NULL,"7656000","2",NULL,"9","1","1","2","1","3","2,3,4"
"1445","2163","1","3","3",NULL,"3",NULL,"1","1","1",NULL,"0.5",NULL,"118000000","2",NULL,"9","7","1","1","1","3","2,3,4"
"1446","2164","1","3","3","49500","3",NULL,"5","3","2",NULL,"0.55",NULL,"12500000","2",NULL,"41","7","8","2","1","3","2,3,4"
"1447","2165","3","3","3",NULL,"3",NULL,"1","1","1",NULL,NULL,NULL,"140235","2",NULL,"18","1","1","3","1","3","2,3,4"
"1448","2166","3","3","3","18000","3","483854","5","3","1",NULL,NULL,NULL,"35000","2",NULL,"45","14","8","1","2","3","2,3,4"
"1449","2167","2","3","3",NULL,"3",NULL,"1","1","1",NULL,"0.43",NULL,NULL,"2",NULL,"9","7","8","2","3","3","2,3,4"
"1450","2168","3","3","3","228387","3",NULL,"1","1","1","721","0.48",NULL,"23000000","2",NULL,"9","8","7","2","1","3","2,3,4"
"1451","2169","3","3","3","1807","3",NULL,"1","1","1",NULL,"0.14","1.2","12610","2",NULL,"8","7","1","3","3","3","2,3,4"
"1452","2170","3","3","3",NULL,"3",NULL,"1","1","1",NULL,NULL,NULL,NULL,"2",NULL,"50","1","1","2","1","3","2,3,4"
"1453","2171","3","2","2",NULL,"3",NULL,"1","1","1",NULL,NULL,NULL,"12000000","2",NULL,"50","33","41","2","2","3","2,3,4"
"1454","2172","3","3","3",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"2",NULL,"50","33","1","2","1","3","2,3,4"
"1456","2174","1","3","3","32906","3","548440","5","3","1",NULL,NULL,"1.6","53810","2",NULL,"7","1","1","3","1","3","2,3,4"
"1457","2175","1","3","3","77700","3","1204","12","3","2",NULL,NULL,NULL,NULL,"2",NULL,"14","29","9","1","1","3","2,3,4"
"1458","2176","1","3","3","1300000","3",NULL,"1","1","1",NULL,"0.2",NULL,NULL,"2",NULL,"7","8","1","3","1","3","2,3,4"
"1459","2177","1","3","3",NULL,"3",NULL,"1","1","1",NULL,NULL,NULL,"145400000","2",NULL,"9","7","29","2","1","3","2,3,4"
"1460","2178","1","3","3","7290","3",NULL,"1","1","1",NULL,NULL,"9.2","67100","2",NULL,"7","3","1","3","1","3","2,3,4"
"1462","2179","2","2","2","8000","3","125","12","3","1","37.5",NULL,NULL,"61000","2",NULL,"24","1","1","2","1","3","2,3,4"
"1463","2180","2","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"325000","2",NULL,"9","1","1","2","1","3","2,3,4"
"1464","2181","2","2","2",NULL,"1","26500","5","3","1",NULL,NULL,NULL,"129105","2",NULL,"45","29","1","4","2","3","2,3,4"
"1465","2181","2","2","2",NULL,"1",NULL,"1","1","1","180",NULL,NULL,"1032390","2","34500","12","50","1","4","1","3","2,3,4"
"1466","2182","3","2","2","72000","3","877","14","3","4","2762",NULL,"10","724000","2","70000","38","49","1","4","1","3","2,3,4"
"1467","2183","2","2","2","7600","3","52600","5","3","1",NULL,NULL,NULL,"395000","2",NULL,"45","1","1","4","2","3","2,3,4"
"1468","2184","3","2","2","1187","3",NULL,"1","1","1","10",NULL,"7","14239","2",NULL,"25","1","1","2","1","3","2,3,4"
"1469","2185","3","1","2",NULL,"1","8200","5","3","1","1.5","0.52",NULL,"17570","2",NULL,"46","1","1","4","1","3","2,3,4"
"1470","2186","3","2","2",NULL,"1","40000","5","3","1","12",NULL,NULL,"65500","2",NULL,"29","1","1","4","1","3","2,3,4"
"1471","2186","3","2","2",NULL,"1","27000","5","3","1","8.1",NULL,NULL,"32000","2",NULL,"46","1","1","4","1","3","2,3,4"
"1472","2186","3","2","2",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"16500","2",NULL,"46","1","1","4","1","3","2,3,4"
"1473","2187","3","2","2",NULL,"1","268800","5","3","1",NULL,NULL,NULL,"255314","2",NULL,"44","1","1","2","3","3","2,3,4"
"1474","2188","3","2","2",NULL,"1","17","14","3","3","34",NULL,NULL,"64000","2","2000","38","9","1","3","1","3","2,3,4"
"1475","2189","3","2","2",NULL,"1",NULL,"1","1","1","1580",NULL,"20","1450000","2","8100","38","1","1","4","1","3","2,3,4"
"1476","2190","3","2","2",NULL,"1",NULL,"1","1","1","30",NULL,NULL,"156000","2",NULL,"38","1","1","4","1","3","2,3,4"
"1478","2192","3","6","6","1140","3",NULL,"1","1","1",NULL,NULL,"3","3420","2",NULL,"38","1","1","3","1","3","2,3,4"
"1479","2193","3","6","6","75000","3",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"11","8","17","3","1","3","2,3,4"
"1480","2194","3","6","6",NULL,"1",NULL,"1","1","1","80200",NULL,NULL,NULL,"1",NULL,"3","1","1","3","1","3","2,3,4"
"1481","2195","1","6","6","4400000","3",NULL,"1","1","1","3000",NULL,NULL,NULL,"1",NULL,"12","3","8","3","1","3","2,3,4"
"1482","2196","3","6","6","7500","3",NULL,"1","1","1",NULL,NULL,NULL,"110000","2",NULL,"45","38","1","2","2","3","2,3,4"
"1483","2197","3","6","6","20000","3",NULL,"1","1","2",NULL,"0.4","2.5","50000","2",NULL,"14","8","1","3","1","3","2,3,4"
"1484","2198","3","6","6",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,NULL,"1",NULL,"7","8","33","3","2","3","2,3,4"
"1485","2199","3","6","6","12000","3","56","16","3","1",NULL,NULL,"2.5","30000","2",NULL,"8","38","1","3","1","3","2,3,4"
"1486","2200","3","6","6","2550000","3",NULL,"1","1","1",NULL,"0.5","4.3","11000000","2",NULL,"3","1","1","2","1","3","2,3,4"
"1487","2201","3","6","6","26400","3",NULL,"1","1","1","121",NULL,NULL,"72000","2",NULL,"14","1","1","1","1","3","2,3,4"
"1488","2202","3","6","6","1500000","3",NULL,"1","1","1","7800",NULL,NULL,"300000","2",NULL,"3","8","7","3","3","3","2,3,4"
"1489","2203","3","6","6",NULL,"1","1460","5","3","1",NULL,NULL,"8","6143","2",NULL,"45","1","1","3","2","3","2,3,4"
"1490","2204","3","6","6","1700000","3",NULL,"1","1","1","16000",NULL,"7","12000000","2",NULL,"33","9","8","3","3","3","2,3,4"
"1491","2205","3","6","6",NULL,"1",NULL,"1","1","1","10016",NULL,NULL,NULL,"1",NULL,"24","17","1","3","1","3","2,3,4"
"1492","2206","3","5","5",NULL,"1","629","2","3","1","44",NULL,NULL,"73727","2",NULL,"12","1","1","1","1","3","2,3,4"
"1493","2207","3","5","5",NULL,"1","8400","2","3","1","2183",NULL,NULL,"699761","2",NULL,"38","1","1","2","1","3","2,3,4"
"1494","2208","3","5","5",NULL,"1","727","2","3","1","44",NULL,NULL,"168000","2",NULL,"7","1","1","1","1","3","2,3,4"
"1495","2209","3","5","5",NULL,"1",NULL,"1","1","1","19",NULL,NULL,"40868","2",NULL,"38","1","1","1","1","3","2,3,4"
"1496","2210","3","5","5",NULL,"1","4104","2","3","1","253",NULL,NULL,"142480","2",NULL,"25","21","1","1","1","3","2,3,4"
"1497","2211","3","5","5",NULL,"1","2273","2","3","1","136",NULL,NULL,"330904","2",NULL,"7","1","1","1","1","3","2,3,4"
"1498","2212","3","5","5",NULL,"1","21526","2","3","4","1456",NULL,NULL,"1709174","2",NULL,"25","20","12","3","1","3","2,3,4"
"1499","2213","3","5","5",NULL,"1","1985","2","3","4","138",NULL,NULL,"1004750","2",NULL,"7","9","1","3","1","3","2,3,4"
"1500","2214","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"37672","2",NULL,"3","1","1","3","1","3","2,3,4"
"1501","2215","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"23200","2",NULL,"44","1","1","3","3","3","2,3,4"
"1502","2216","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"25600","2",NULL,"44","1","1","3","3","3","2,3,4"
"1503","2217","3","5","5",NULL,"1","1312","2","3","4","92","0.25",NULL,"794600","2",NULL,"44","24","1","3","3","3","2,3,4"
"1504","2218","3","5","5",NULL,"1",NULL,"1","1","4","165","0.4",NULL,"879750","2",NULL,"44","1","1","3","3","3","2,3,4"
"1505","2219","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"20600","2",NULL,"44","1","1","3","3","3","2,3,4"
"1506","2220","3","5","5",NULL,"1","742","2","3","4","54",NULL,NULL,"559400","2",NULL,"44","1","1","3","3","3","2,3,4"
"1507","2221","3","5","5",NULL,"1","119390","2","3","9","39613",NULL,NULL,"1551357","2",NULL,"38","1","1","3","1","3","2,3,4"
"1508","2222","3","5","5",NULL,"1","208261","2","3","4","7535",NULL,NULL,"4008676","2",NULL,"24","38","1","3","1","3","2,3,4"
"1509","2223","3","5","5",NULL,"1","673","2","3","1","34",NULL,NULL,"73676","2",NULL,"7","1","1","1","1","3","2,3,4"
"1510","2224","3","5","5",NULL,"1","16388","2","3","1","1213",NULL,NULL,"538495","2",NULL,"19","32","20","3","3","3","2,3,4"
"1511","2225","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"205619","2",NULL,"19","25","1","3","1","3","2,3,4"
"1512","2226","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"8000","2",NULL,"24","1","1","3","1","3","2,3,4"
"1513","2227","3","5","5",NULL,"1","496","2","3","1","30",NULL,NULL,"45996","2",NULL,"7","1","1","3","1","3","2,3,4"
"1514","2228","3","5","5",NULL,"1","146","2","3","1","8",NULL,NULL,"67585","2",NULL,"7","1","1","3","1","3","2,3,4"
"1515","2229","3","5","5",NULL,"1","961","2","3","1","67",NULL,NULL,"251040","2",NULL,"24","1","1","1","1","3","2,3,4"
"1516","2230","3","5","5",NULL,"1","1420","2","3","1","85",NULL,NULL,"377935","2",NULL,"19","1","1","1","1","3","2,3,4"
"1517","2231","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"49648","2",NULL,"44","1","1","3","3","3","2,3,4"
"1518","2232","3","5","5",NULL,"1","3591","2","3","1","262",NULL,NULL,"297678","2",NULL,"25","9","1","1","1","3","2,3,4"
"1519","2233","3","5","5",NULL,"1","1713","2","3","1","120",NULL,NULL,"249868","2",NULL,"25","9","1","1","1","3","2,3,4"
"1520","2234","3","5","5",NULL,"1","8330","2","3","1","615",NULL,NULL,"347615","2",NULL,"25","21","9","1","1","3","2,3,4"
"1521","2235","3","5","5",NULL,"1","9646","2","3","4","699",NULL,NULL,"664053","2",NULL,"25","9","21","2","1","3","2,3,4"
"1522","2236","3","5","5",NULL,"1","1197","2","3","1","84",NULL,NULL,"101925","2",NULL,"25","1","1","3","1","3","2,3,4"
"1523","2237","3","5","5",NULL,"1",NULL,"1","1","1","14452",NULL,NULL,"2455967","2",NULL,"38","1","1","3","1","3","2,3,4"
"1524","2238","3","5","5",NULL,"1","987","2","3","1","59",NULL,NULL,"208914","2",NULL,"24","22","1","3","1","3","2,3,4"
"1525","2239","3","5","5",NULL,"1","444","2","3","1","26",NULL,NULL,"84000","2",NULL,"7","1","1","3","1","3","2,3,4"
"1526","2240","3","5","5",NULL,"1","303","2","3","1","18",NULL,NULL,"70860","2",NULL,"7","1","1","3","1","3","2,3,4"
"1527","2241","3","5","5",NULL,"1","2522","2","3","1","177",NULL,NULL,"524375","2",NULL,"19","1","1","3","1","3","2,3,4"
"1528","2242","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"75000","2",NULL,"38","1","1","3","1","3","2,3,4"
"1529","2243","3","5","5",NULL,"1","649","2","3","1","39",NULL,NULL,"39650","2",NULL,"24","1","1","1","1","3","2,3,4"
"1530","2244","3","5","5",NULL,"1","339","2","3","1","20",NULL,NULL,"275230","2",NULL,"24","1","1","1","1","3","2,3,4"
"1531","2245","3","5","5",NULL,"1","4755","2","3","1","268",NULL,NULL,"1039647","2",NULL,"24","7","14","3","1","3","2,3,4"
"1532","2246","3","5","5",NULL,"1","3069","2","3","4","215",NULL,NULL,"1379425","2",NULL,"44","1","1","3","3","3","2,3,4"
"1533","2247","3","5","5",NULL,"1","177","2","3","1","10",NULL,NULL,"60000","2",NULL,"7","1","1","1","1","3","2,3,4"
"1534","2248","3","5","5",NULL,"1",NULL,"1","1","4","2416",NULL,NULL,"1059500","2",NULL,"38","1","1","2","1","3","2,3,4"
"1535","2249","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"30290","2",NULL,"38","1","1","1","1","3","2,3,4"
"1536","2250","3","5","5",NULL,"1",NULL,"1","1","1","12757",NULL,NULL,"7806904","2",NULL,"38","9","1","3","3","3","2,3,4"
"1537","2251","3","5","5",NULL,"1",NULL,"1","1","4","7621",NULL,NULL,"4141800","2",NULL,"38","1","1","3","1","3","2,3,4"
"1538","2252","3","5","5",NULL,"1","228956","2","3","1","16600",NULL,NULL,"8049391","2",NULL,"19","9","1","3","1","3","2,3,4"
"1539","2253","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"75350","2",NULL,"44","30","1","3","3","3","2,3,4"
"1540","2254","3","5","5",NULL,"1",NULL,"1","1","1",NULL,NULL,NULL,"18349","2",NULL,"3","1","1","2","1","3","2,3,4"
"1541","2255","3","5","5",NULL,"1","424","2","3","1","25",NULL,NULL,"150332","2",NULL,"19","1","1","1","1","3","2,3,4"
"1542","2256","3","5","5",NULL,"1","492","2","3","2","25",NULL,NULL,"53000","2",NULL,"18","1","1","1","1","3","2,3,4"
"1543","2257","3","5","5",NULL,"1","999","2","3","2","48",NULL,NULL,"86924","2",NULL,"18","1","1","1","1","3","2,3,4"
"1544","2258","3","5","5",NULL,"1",NULL,"1","1","1","63",NULL,NULL,"263250","2",NULL,"38","1","1","1","1","3","2,3,4"
"1545","2259","3","5","5",NULL,"1","5399","2","3","3","760",NULL,NULL,"1115500","2",NULL,"38","25","1","3","1","3","2,3,4"
"1546","2260","3","3","3","21505","3","312","12","3","2",NULL,"0.38","0.83","18537","2",NULL,"18","1","1","3","1","3","2,3,4"
"1547","2261","3","3","3","1435","3","26","12","3","2",NULL,"0.23","2.4","3420","2",NULL,"18","1","1","3","1","3","2,3,4"
"1548","2262","3","3","3","16225","3","243","12","3","2",NULL,"0.36","0.14","2340","2",NULL,"18","15","1","3","1","3","2,3,4"
"1549","2263","3","3","3","9133","3","217","12","3","2",NULL,"0.38","0.5","4607","2",NULL,"18","1","1","3","1","3","2,3,4"
