"codelangue","codeappelobjet","traductiondictionnaire"
"3","35","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">The higher the condensing temperature, the higher the cooling unit will consume energy. Therefore it is important to check the levels of condensation temperature and to identify opportunities for reducing the temperature.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Checking the temperature will optimize the operating point of the heat exchanger and the cooling unit. Refrigeration systems are designed to operate at temperature extrema (peak heat). Apart from these few days, the groups operate in this degraded performance that is irrelevant and causes a waste of energy.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">As the fluid changes phase in the exchanger, the condensation temperature can be known by the pressure.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">There are several ways to influence the condensation temperature</P>
<UL>
<LI>
<DIV style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">decrease the set pressure regulator,</DIV></LI>
<LI>
<DIV style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">clean the evaporator,</DIV></LI>
<LI>
<DIV style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">replace this one with another exchanger if it is not properly sized.</DIV></LI></UL>"
"4","35","Disminución de la temperatura de condensación"
"4","35","<P>Cuanto más alta sea la temperatura de evaporación, más consumirá el grupo frigorífico. Por lo tanto es importante verificar los niveles de temperatura de condensación e identificar los posibles disminuciones de esta temperatura. La verificación de esta temperatura permitirá optimizar el punto de funcionamiento del intercambiador y del grupo frigorífico.</P>
<P>Las instalaciones frigoríficas se dimensiones para poder funcionar a temperaturas extremas (picos de calor). Pasados unos días, los grupos funcionan a rendimientos degradados lo que no es pertinente y conlleva un desperdicio de energía.</P>
<P>Como el fluido de cambio de fase en el intercambiador, la temperatura de condensación puede ser conocida por la presión.</P>
<P>Existen varias formas de influir sobre la temperatura de condensación:</P>
<UL>
<LI>disminuir la presión de consigna al compresor, </LI>
<LI>limpiar el evaporador, </LI>
<LI>reemplazar este por otro intercambiador si no está correctamente dimensionado </LI></UL>"
"2","41","Mise en route graduelle des ventilateurs sur les aérocondenseurs"
"2","41","Programmer sur la GTC, la mise en route graduelle des ventilateurs des aérocondenseurs en fonction du besoin."
"3","41","Phased road fans on condensers"
"3","41","Programmer sur la GTC, la mise en route graduelle des ventilateurs des aérocondenseurs en fonction du besoin."
"4","41","Puesta en marcha gradual de ventiladores sobre los aerocondensadores"
"4","41","Programmer sur la GTC, la mise en route graduelle des ventilateurs des aérocondenseurs en fonction du besoin."
"2","42","Sous refroidissement optimisé"
"2","42","<P>Le sous-refroidissement permet d'augmenter la puissance frigorifique à consommation constante. Ainsi, le rendement de l'installation est largement augmenté.&nbsp;</P>
<P>En pratique un échangeur de chaleur supplémentaire est installé après le condenseur.</P>"
"3","42","Optimised undercooling"
"3","42","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Subcooling increases the cooling capacity at constant consumption. Thus, the efficiency of the system is greatly increased.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">In practice one additional heat exchanger is installed after the condenser.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: ""></P>"
"4","42","Sub enfriamiento optimizado"
"4","42","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Subenfriamiento&nbsp; permite aumentar la capacidad de refrigeración en el consumo constante. Por lo tanto, la eficiencia del sistema se incrementa en gran medida.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">En la práctica, un intercambiador de calor adicional se instala después del condensador.</P>"
"2","43","Gestion Technique Centralisée (GTC)"
"2","43","Une gestion technique centralisée permet de faciliter l’exploitation et le contrôle des équipements qui y sont raccordés. Son premier rôle est de de réguler les équipements en collectant les données par des capteurs situés au niveau de ces derniers ou bien de l’environnement extérieur (température, pression, humidité…). Une autre fonctionnalité de la GTC est de réaliser un suivi énergétique.<BR>"
"3","43","Centralized Technical Management (CTM)"
"3","43","Centralized technical management facilitates the operation and control of equipment connected to it. Its primary role is to regulate equipment by collecting data from sensors located at the past or in the external environment (temperature, pressure, humidity ...). Another feature of the CTM is to achieve an energy monitoring."
"4","43","Gestión Técnica Centralizada (GTC)"
"4","43","<P>Una gestión técnica centralizada permite facilitar la explotación y el control de los equipos que están conectados. Su primer rol es el de regular los equipos colectando datos para los captadores situados al nivel estos últimos o bien del medio ambiente exterior (temperatura, presión, humedad...). Otra funcionalidad de la GTC es la de realizar un seguimiento energético.</P>"
"2","44","Système de régulation des cordons chauffant d'une porte d'armoire verticale à froid négatif"
"2","44","<p style=""text-align: justify;"">Le syst&egrave;me de r&eacute;gulation le plus souvent utilis&eacute;, car plus efficace est celui des cordons chauffants autor&eacute;gul&eacute;s.</p>
<p style=""text-align: justify;"">En effet, il emp&ecirc;che le givre du joint de la porte tout en &eacute;vitant la surchauffe possible (notamment au coin) sur d&rsquo;autre syst&egrave;me.</p>
<p style=""text-align: justify;"">La r&eacute;gulation optimal du d&eacute;givrage est primordiale car :</p>
<ul>
<li style=""text-align: justify;"">un d&eacute;givrage inssufisant entra&icirc;ne un mauvais &eacute;change thermique</li>
<li style=""text-align: justify;"">un d&eacute;vrigrage laiss&eacute; en permanence en fonctionnement entra&icirc;ne une surconsommation &eacute;lectrique</li>
</ul>"
"3","44","System control cords heating a door vertical cabinet negative cold"
"3","44","Système de régulation des cordons chauffant d'une porte d'armoire verticale à froid négatif"
"4","44","Sistema de regulación de los cordones calientes de una puerta de armario vertical a frío negativo"
"4","44","Système de régulation des cordons chauffant d'une porte d'armoire verticale à froid négatif"
"2","47","Récupérateur de chaleur sur l'huile des compresseurs"
"2","47","<P>Outre la récupération de chaleur de condensation, une quantité non négligeable de chaleur peut être récupérée sur l'huile de refroidissement des compresseurs lorsqu'il sont refroidis de telle manière.</P>
<P>Des échangeurs intermédiaires sont alors installés sur le circuit.</P>"
"3","47","Heat recovery of the oil from the compressors"
"3","47","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">In addition to the recovery of condensation heat, a significant amount of heat can be recovered from the cooling oil when compressors are cooled so.</P>
<P>The intermediate exchangers are then installed on the circuit.</P>"
"4","47","Recuperación de calor sobre aceite de compresores"
"4","47","<P>Otra recuperación de calor de condensación, una cantidad no despreciable de calor puede ser recuperada sobre el aceite de enfriamiento de compresores cuando son enfriados de tal manera.</P>
<P>Los intercambiadores intermediaros son entonces instalados sobre el circuito.</P>"
"2","48","Machine frigorifique à absorption"
"2","48","<p>Dans une machine frigorifique &agrave; absorption, le compresseur m&eacute;canique est remplac&eacute; par un compresseur thermique. Celui-ci est compos&eacute; de plusieurs &eacute;l&eacute;ments :</p>
<ul>
<li>Un bouilleur</li>
<li>un absorbeur</li>
<li>un &eacute;changeur</li>
<li>un d&eacute;tendeur</li>
<li>une pompe &agrave; solution.</li>
</ul>
<p style=""text-align: justify;"">La solution est un m&eacute;lange de deux fluides appel&eacute;s respectivement absorbant et fluide frigorig&egrave;ne. Celle-ci &eacute;volue au sein du circuit, rempla&ccedil;ant le compresseur thermique.</p>
<p style=""text-align: justify;"">Le m&eacute;lange le plus utlis&eacute; est : eau (absorbant) - ammoniac (fluide frigorig&egrave;ne).</p>"
"3","48","Absorption refrigeration machine"
"3","48","Récupérer la chaleur pour alimenter une machine frigorifique à absorption et ainsi diminuer la quantité de froid à fournir électriquement"
"4","48","Máquina frigorífica a absorción"
"4","48","Récupérer la chaleur pour alimenter une machine frigorifique à absorption et ainsi diminuer la quantité de froid à fournir électriquement"
"2","49","Remplacement des détendeurs par une turbine"
"2","49","Plutôt que de détendre le réfrigérant dans un étranglement, il serait possible de le détendre dans une petite turbine afin de générer une puissance mécanique grâce à la chute de pression."
"3","49","Replacing a turbine expanders"
"3","49","Plutôt que de détendre le réfrigérant dans un étranglement, il serait possible de le détendre dans une petite turbine afin de générer une puissance mécanique grâce à la chute de pression."
"4","49","Reemplazar los descompresores por una turbina"
"4","49","Plutôt que de détendre le réfrigérant dans un étranglement, il serait possible de le détendre dans une petite turbine afin de générer une puissance mécanique grâce à la chute de pression."
"2","50","Moteurs correctement dimensionnés"
"2","50","<P>Les moteurs ont pu être correctement dimensionnés au départ mais leur point de fonctionnement peut avoir changé suite à des modifications apportées aux procédés.<BR>L'efficacité des moteurs diminue avec la charge. Ne pas les faire fonctionner à leur charge maximale engendre une perte d'énergie.<BR>Même avec un bon rendement énergétique, le facteur de puissance est affecté de manière significative par des variations de charge. Un moteur doit fonctionner à une valeur proche de sa capacité nominale pour tirer parti des avantages d’une conception à facteur de puissance élevé. </P>
<P>Le dimensionnement correct du moteur engendre aussi la réduction des pertes en lignes dues à des facteurs de puissance bas et une légère réduction de la vitesse de fonctionnement, et donc, de la puissance consommée, des ventilateurs et des pompes.</P>
<P>Par ailleurs, la vérification du dimensionnement et la comparaison avec le besoin réel de l’exploitation permettra l’identification et l’arrêt des moteurs inutiles.<BR>Si un moteur est surdimensionné, soit on le remplace par un moteur de puissance inférieure, soit on transfert la charge des autres moteurs sur celui-ci.<BR></P>"
"3","50","Properly sized motors"
"3","50","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">The engines have been properly sized initially but their operation may have changed due to changes in processes.<BR>The engine efficiency decreases with the load. Do not operate at maximum load causes a loss of energy.<BR>Even with a good energy efficiency, power factor is significantly affected by load variations. An engine must operate at a value close to its rated capacity to reap the benefits of a design high power factor.</P>
<P>The correct dimensioning of motor also generates reducing line losses due to low power factors and a slight reduction in speed of operation, and therefore, the power consumption, fans and pumps.</P>
<P>In addition, verification of the design and comparison with the actual operation will need to identify and stop unnecessary engine.<BR>If a motor is oversized, or it is replaced by an engine of power, the load of the other engines on it is transferred.</P>"
"4","50","Motores correctamente dimensionados"
"4","50","<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Los motores han podido ser dimensionados correctamente al comienzo pero su punto de funcionamiento puede haber cambiado debido a las modificaciones aportadas en los procesos.</P>
<P>La eficiencia de motores disminuye con la carga. No es bueno hacerlos funcionar a su máxima carga conllevaría una pérdida de energía.</P>
<P style=""BORDER-TOP-COLOR: ; BORDER-BOTTOM-COLOR: ; BORDER-RIGHT-COLOR: ; BORDER-LEFT-COLOR: "">Aun con un buen rendimiento energético, el factor de potencia está afectado de manera significativa por las variaciones de carga. Un motor debe funcionar a un valor cercano de su capacidad nominal para obtener las ventajas de concepción del factor de potencia elevado. </P>
<P>El dimensionamiento correcto del motor conlleva también la reducción de pérdidas en líneas debido a factores de potencia bajos y a una ligera reducción de la velocidad de funcionamiento, y por tanto, de la potencia consumida, ventiladores y bombas.</P>
<P>Además, la verificación del dimensionamiento y la comparación con la necesidad real de explotación permite la identificación y la parada de motores inútiles.</P>
<P>Un motor puede estar sobredimensionado, sea por el reemplazo de un motor de potencia inferior, sea por la transferencia de carga de otros motores sobre estos. </P>"
"2","51","Dimensionnement des moteurs pour des charges variables"
"2","51","Mettre en place des moteurs plus petits pour répondre au besoin majoritaire et installer des moteurs (booster) pour répondre aux appels de puissance plus rares."
